Rank,Name,Platform,Platform2,Year,Year2,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6897,DiRT Showdown,X360,X360,2012,2012,Racing,Codemasters,0.08,0.14,0,0.02,0.24
6898,Divinity II: Ego Draconis,X360,X360,2009,2009,Role-Playing,DTP Entertainment,0.18,0.04,0,0.02,0.24
6899,Checkers,2600,2600,1980,1993,Misc,Atari,0.22,0.01,0,0,0.24
6900,Front Mission: Gun Hazard,SNES,SNES,1996,1996,Role-Playing,SquareSoft,0,0,0.24,0,0.24
6901,X-Men: Destiny,X360,X360,2011,2011,Action,Activision,0.18,0.05,0,0.02,0.24
6902,Hello Kitty Seasons,Wii,Wii,2010,2010,Adventure,Namco Bandai Games,0.16,0.06,0,0.02,0.24
6903,Chibi-Robo! Zip Lash,3DS,3DS,2015,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24
6904,4x4 EVO 2,XB,XB,2001,2001,Racing,Gathering of Developers,0.18,0.05,0,0.01,0.24
6905,XS Airboat Racing,PS,PS,2002,2002,Racing,XS Games,0.13,0.09,0,0.02,0.24
6906,Lunar: Silver Star Harmony,PSP,PSP,2009,2009,Role-Playing,GungHo,0.19,0,0.03,0.02,0.24
6907,Sherlock Holmes and the Mystery of Osborne House,DS,DS,2010,2010,Adventure,Focus Home Interactive,0.07,0.14,0,0.03,0.24
6908,Grand Theft Auto,GBA,GBA,2004,2004,Action,Take-Two Interactive,0.17,0.06,0,0,0.24
6909,Dora the Explorer: Super Star Adventures,GBA,GBA,2004,2004,Adventure,Game Factory,0.17,0.06,0,0,0.24
6910,Viva Pinata: Party Animals,X360,X360,2007,2007,Misc,Microsoft Game Studios,0.19,0.03,0,0.02,0.24
6911,Scrabble (Others sales),DS,DS,2009,2009,Puzzle,Ubisoft,0,0.24,0,0,0.24
6912,Asura's Wrath,X360,X360,2012,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24
6913,Lego Star Wars: The Force Awakens,XOne,XOne,2016,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0,0.02,0.24
6914,Dynasty Warriors 6 Empires,X360,X360,2009,2009,Action,Tecmo Koei,0.16,0.02,0.04,0.02,0.24
6915,My Street,PS2,PS2,2003,2003,Misc,Sony Computer Entertainment,0.12,0.09,0,0.03,0.24
6916,Wild 9,PS,PS,1998,1998,Action,Interplay,0.13,0.09,0,0.02,0.24
6917,Shadow Hearts: Covenant,PS2,PS2,2004,2004,Role-Playing,Midway Games,0.12,0.09,0,0.03,0.24
6918,Tiger Woods PGA Tour 10,PSP,PSP,2009,2009,Sports,Electronic Arts,0.12,0.07,0,0.05,0.24
6919,Shrek's Carnival Craze Party Games,DS,DS,2008,2008,Misc,Activision,0.22,0,0,0.02,0.24
6920,Angry Birds,PC,PC,2011,2011,Puzzle,Focus Home Interactive,0,0.18,0,0.05,0.24
6921,Risen 2: Dark Waters,PS3,PS3,2012,2012,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24
6922,Danganronpa: Trigger Happy Havoc,PSP,PSP,N/A,1992,Misc,Unknown,0,0,0.24,0,0.24
6923,Guitar Hero Live,X360,X360,2015,2015,Misc,Activision,0.12,0.1,0,0.02,0.24
6924,Game & Wario,WiiU,WiiU,2013,2013,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24
6925,PGA Tour 96,PS,PS,1995,1995,Sports,Electronic Arts,0.13,0.09,0,0.02,0.24
6926,Onechanbara Z2: Chaos,PS4,PS4,2014,2014,Action,Nippon Ichi Software,0.13,0.02,0.04,0.04,0.24
6927,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,X360,2009,2009,Role-Playing,Bethesda Softworks,0.16,0.06,0,0.02,0.24
6928,Covert Ops: Nuclear Dawn,PS,PS,2000,2000,Action,Sony Computer Entertainment,0.13,0.09,0,0.02,0.24
6929,DanceDanceRevolution II,Wii,Wii,N/A,1992,Misc,Konami Digital Entertainment,0.22,0,0,0.02,0.24
6930,Pictionary: Ultimate Edition,X360,X360,2011,2011,Misc,THQ,0.16,0.05,0,0.02,0.24
6931,LEGO Harry Potter: Years 5-7,PSV,PSV,2012,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.1,0,0.05,0.24
6932,TrackMania: Build to Race,Wii,Wii,2010,2010,Racing,Focus Home Interactive,0.1,0.11,0,0.03,0.24
6933,Nintendo Presents: Crossword Collection,DS,DS,2009,2009,Puzzle,Nintendo,0,0.21,0,0.02,0.24
6934,Galaga: Destination Earth,PS,PS,2000,2000,Shooter,Hasbro Interactive,0.13,0.09,0,0.02,0.24
6935,G.I. Joe: The Rise of Cobra,X360,X360,2009,2009,Action,Electronic Arts,0.17,0.05,0,0.02,0.24
6936,Ar tonelico Qoga: Knell of Ar Ciel,PS3,PS3,2010,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24
6937,FIFA World Cup Germany 2006,XB,XB,2006,2006,Sports,Electronic Arts,0.18,0.05,0,0.01,0.24
6938,Polly Pocket: Super Splash Island,GBA,GBA,2003,2003,Action,Knowledge Adventure,0.17,0.06,0,0,0.24
6939,God Eater 2,PSP,PSP,2013,2013,Role-Playing,Namco Bandai Games,0,0,0.24,0,0.24
6940,Tony Hawk's Downhill Jam,Wii,Wii,N/A,1992,Sports,Activision,0.21,0,0,0.02,0.24
6941,Sesame Street: Elmo's Number Journey,PS,PS,1998,1998,Misc,NewKidCo,0.13,0.09,0,0.02,0.24
6942,Rampage,2600,2600,1988,1993,Action,Activision,0.22,0.01,0,0,0.24
6943,Dark Cavern,2600,2600,1981,1993,Shooter,Mattel Interactive,0.22,0.01,0,0,0.24
6944,Jewels of the Tropical Lost Island,DS,DS,2010,2010,Puzzle,Storm City Games,0.11,0.1,0,0.02,0.24
6945,Afro Samurai,X360,X360,2009,2009,Action,Atari,0.16,0.05,0,0.02,0.24
6946,The Bureau: XCOM Declassified,X360,X360,2013,2013,Shooter,Take-Two Interactive,0.1,0.12,0,0.02,0.24
6947,Sands of Destruction,DS,DS,2008,2008,Role-Playing,Sega,0.09,0,0.13,0.01,0.24
6948,NASCAR 2011: The Game,Wii,Wii,2011,2011,Racing,Activision,0.22,0,0,0.01,0.24
6949,Silent Hill: Book of Memories,PSV,PSV,2012,2012,Action,Konami Digital Entertainment,0.13,0.06,0,0.04,0.24
6950,Lunar Knights,DS,DS,2006,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.02,0.24
6951,The Walking Dead: Season Two,PS4,PS4,2014,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24
6952,Epic Mickey 2: The Power of Two,WiiU,WiiU,2012,2012,Action,Disney Interactive Studios,0.14,0.07,0.01,0.02,0.24
6953,DC Universe Online,PC,PC,2011,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0,0.02,0.24
6954,NASCAR 08,PS2,PS2,2007,2007,Racing,Electronic Arts,0.12,0.09,0,0.03,0.24
6955,Madagascar: Escape 2 Africa,PS3,PS3,2008,2008,Action,Activision,0.12,0.08,0,0.04,0.23
6956,New Carnival Games,DS,DS,2010,2010,Misc,Take-Two Interactive,0.16,0.05,0,0.02,0.23
6957,Need For Speed: Undercover,DS,DS,2008,2008,Racing,Electronic Arts,0.18,0.03,0,0.02,0.23
6958,LEGO Marvel's Avengers,WiiU,WiiU,2016,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.09,0,0.02,0.23
6959,Naruto: Path of the Ninja 2,DS,DS,2006,2006,Role-Playing,Takara Tomy,0.22,0,0,0.02,0.23
6960,Wallace & Gromit in Project Zoo,PS2,PS2,2003,2003,Platform,BAM! Entertainment,0.11,0.09,0,0.03,0.23
6961,Karaoke Revolution Volume 2,PS2,PS2,2004,2004,Misc,Konami Digital Entertainment,0.11,0.09,0,0.03,0.23
6962,Wizards of Waverly Place: Spellbound,DS,DS,2010,2010,Misc,Disney Interactive Studios,0.16,0.06,0,0.02,0.23
6963,Love Plus +,DS,DS,2010,2010,Simulation,Konami Digital Entertainment,0,0,0.23,0,0.23
6964,Etrian Mystery Dungeon,3DS,3DS,2015,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23
6965,Mobile Suit Gundam: Climax U.C.,PS2,PS2,2006,2006,Action,Namco Bandai Games,0,0,0.23,0,0.23
6966,Street Fighter EX2 Plus,PS,PS,1998,1998,Fighting,Virgin Interactive,0.13,0.09,0,0.02,0.23
6967,The Smurfs 2,DS,DS,2013,2013,Platform,Ubisoft,0,0.21,0,0.02,0.23
6968,Big Family Games,Wii,Wii,2009,2009,Misc,THQ,0,0.22,0,0.02,0.23
6969,Big Beach Sports 2,Wii,Wii,N/A,1992,Sports,THQ,0.09,0.12,0,0.03,0.23
6970,Hot Wheels: Beat That!,DS,DS,2007,2007,Racing,Activision,0.22,0,0,0.02,0.23
6971,Jet X20,PS2,PS2,N/A,1992,Racing,Unknown,0.11,0.09,0,0.03,0.23
6972,Super Robot Taisen D,GBA,GBA,2003,2003,Strategy,Banpresto,0,0,0.23,0.01,0.23
6973,NASCAR Thunder 2004,XB,XB,2003,2003,Racing,Electronic Arts,0.18,0.05,0,0.01,0.23
6974,Buffy the Vampire Slayer,XB,XB,2002,2002,Action,Electronic Arts,0.18,0.05,0,0.01,0.23
6975,LEGO Marvel's Avengers,PSV,PSV,2016,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.11,0,0.05,0.23
6976,Star Wars: The Force Unleashed II,DS,DS,2010,2010,Action,LucasArts,0.18,0.04,0,0.02,0.23
6977,Harry Potter and the Goblet of Fire,XB,XB,2005,2005,Action,Electronic Arts,0.18,0.05,0,0.01,0.23
6978,Zumba Fitness: World Party,XOne,XOne,2013,2013,Misc,Majesco Entertainment,0.17,0.05,0,0.02,0.23
6979,Saint Seiya: Sanctuary Battle,PS3,PS3,2011,2011,Action,Namco Bandai Games,0,0.09,0.11,0.03,0.23
6980,Girls Mode 3: Kirakira Code,3DS,3DS,2015,2015,Action,Nintendo,0,0,0.23,0,0.23
6981,Meteos,DS,DS,2005,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23
6982,Virtua Tennis 4,X360,X360,2011,2011,Sports,Sega,0.11,0.1,0.01,0.02,0.23
6983,Kung Fu Panda 2,DS,DS,2011,2011,Action,THQ,0.16,0.05,0,0.02,0.23
6984,Cross Edge,PS3,PS3,2008,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23
6985,Hotel for Dogs,DS,DS,2008,2008,Simulation,505 Games,0.22,0,0,0.02,0.23
6986,Cabela's Big Game Hunter 2012,PS3,PS3,2011,2011,Sports,Activision,0.17,0.03,0,0.03,0.23
6987,Pro Yakyuu Team o Tsukurou!,DC,OTRA,1999,1999,Sports,Sega,0,0,0.23,0,0.23
6988,Me & My Katamari,PSP,PSP,2005,2005,Puzzle,Namco Bandai Games,0.13,0.02,0.08,0,0.23
6989,Asphalt: Injection,PSV,PSV,2011,2011,Action,Ubisoft,0.14,0.06,0,0.04,0.23
6990,Total War: Attila,PC,PC,2015,2015,Strategy,Sega,0.09,0.13,0,0.02,0.23
6991,SSX On Tour,PSP,PSP,2005,2005,Sports,Electronic Arts,0.19,0.02,0,0.02,0.23
6992,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,X360,2010,2010,Sports,Sega,0.08,0.13,0,0.03,0.23
6993,World Series Baseball,XB,XB,2002,2002,Sports,Sega,0.17,0.05,0,0.01,0.23
6994,SingStar Pop Edition,PS3,PS3,2009,2009,Misc,Sony Computer Entertainment,0,0.19,0,0.05,0.23
6995,Test Drive: Eve of Destruction,PS2,PS2,2004,2004,Racing,Atari,0.11,0.09,0,0.03,0.23
6996,Starsky & Hutch,XB,XB,2003,2003,Racing,Empire Interactive,0.17,0.05,0,0.01,0.23
6997,Dynasty Warriors: Gundam Reborn,PS3,PS3,2013,2013,Action,Tecmo Koei,0,0,0.23,0,0.23
6998,Hatsune Miku: Project Diva f,PSV,PSV,2012,2012,Misc,Sega,0,0,0.23,0,0.23
6999,The Club,PS3,PS3,2008,2008,Shooter,Sega,0.14,0.07,0,0.03,0.23
7000,Carnival Island,PS3,PS3,2011,2011,Misc,Sony Computer Entertainment,0.13,0.06,0,0.04,0.23
7001,Jeremy McGrath Supercross World,PS2,PS2,2001,2001,Racing,Acclaim Entertainment,0.11,0.09,0,0.03,0.23
7002,M&M's Kart Racing,Wii,Wii,2007,2007,Racing,Zoo Digital Publishing,0.22,0,0,0.02,0.23
7003,Rock Band Track Pack: Classic Rock,Wii,Wii,2009,2009,Misc,MTV Games,0.22,0,0,0.02,0.23
7004,The Scorpion King: Rise of the Akkadian,PS2,PS2,2002,2002,Action,Universal Interactive,0.11,0.09,0,0.03,0.23
7005,Let's Make a Soccer Team!,PS2,PS2,2006,2006,Sports,Sega,0,0,0.23,0,0.23
7006,Looney Tunes: Acme Arsenal,Wii,Wii,2007,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0,0.02,0.23
7007,Monster Hunter G,PS2,PS2,2005,2005,Role-Playing,Capcom,0,0,0.23,0,0.23
7008,All-Star Baseball 2001,N64,N64,2000,2000,Sports,Acclaim Entertainment,0.22,0.01,0,0,0.23
7009,Pinball Hall of Fame: The Gottlieb Collection,PSP,PSP,2005,2005,Misc,Play It,0.2,0.01,0,0.02,0.23
7010,Sword Art Online: Lost Song,PS4,PS4,2015,2015,Role-Playing,Namco Bandai Games,0.09,0.1,0,0.04,0.23
7011,Star Wars Jedi Knight II: Jedi Outcast,GC,GC,2002,2002,Shooter,Activision,0.18,0.05,0,0.01,0.23
7012,Tom Clancy's Splinter Cell,GC,GC,2003,2003,Action,Ubisoft,0.18,0.05,0,0.01,0.23
7013,Pitfall: The Big Adventure,Wii,Wii,2008,2008,Adventure,Activision,0.2,0.02,0,0.02,0.23
7014,Rock Band Country Track Pack,X360,X360,2009,2009,Misc,MTV Games,0.22,0,0,0.02,0.23
7015,Worms: Battle Islands,Wii,Wii,2010,2010,Strategy,THQ,0.11,0.1,0,0.02,0.23
7016,ESPN NHL Hockey,PS2,PS2,2003,2003,Sports,Sega,0.11,0.09,0,0.03,0.23
7017,Harvest Moon GB,GB,OTRA,1997,1997,Simulation,Victor Interactive,0,0,0.23,0,0.23
7018,Imagine: Detective,DS,DS,2009,2009,Simulation,Ubisoft,0.16,0.01,0,0.06,0.23
7019,The Incredible Hulk: Ultimate Destruction,XB,XB,2005,2005,Action,Vivendi Games,0.17,0.05,0,0.01,0.23
7020,Hannah Montana: The Movie,PS3,PS3,2009,2009,Adventure,Disney Interactive Studios,0.14,0.06,0,0.03,0.23
7021,NCAA GameBreaker 2003,PS2,PS2,2002,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7022,Skylanders: SuperChargers,XOne,XOne,2015,2015,Action,Activision,0.16,0.05,0,0.02,0.23
7023,Gundam Battle Assault,PS,PS,1998,1998,Fighting,Namco Bandai Games,0.13,0.09,0,0.02,0.23
7024,Virtua Fighter Kids,SAT,SAT,1995,1995,Fighting,Sega,0,0,0.23,0,0.23
7025,Lunar: Silver Star Story,SAT,SAT,1996,1996,Role-Playing,Kadokawa Shoten,0,0,0.23,0,0.23
7026,Rocket Power: Beach Bandits,GC,GC,2002,2002,Platform,THQ,0.18,0.05,0,0.01,0.23
7027,Shaun White Snowboarding,DS,DS,2008,2008,Sports,Ubisoft,0.21,0,0,0.02,0.23
7028,LEGO The Hobbit,WiiU,WiiU,2014,2014,Action,Warner Bros. Interactive Entertainment,0.1,0.11,0,0.02,0.23
7029,Ultimate Band,DS,DS,2008,2008,Misc,Disney Interactive Studios,0.19,0.02,0,0.02,0.23
7030,NBA 2K6,X360,X360,2005,2005,Action,Take-Two Interactive,0.21,0.01,0,0.02,0.23
7031,Age of Empires: The Age of Kings,DS,DS,2006,2006,Strategy,THQ,0.19,0.02,0,0.02,0.23
7032,What's Cooking? Jamie Oliver,DS,DS,2008,2008,Simulation,Atari,0.2,0.01,0,0.02,0.23
7033,Tom Clancy's Rainbow Six: Rogue Spear,PS,PS,2001,2001,Shooter,Ubisoft,0.13,0.09,0,0.02,0.23
7034,NHL FaceOff 2001,PS,PS,2000,2000,Sports,Sony Computer Entertainment,0.13,0.09,0,0.02,0.23
7035,Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,Wii,2007,2007,Sports,Detn8 Games,0.21,0,0,0.02,0.23
7036,Yu-Gi-Oh! GX: Duel Academy,GBA,GBA,2005,2005,Misc,Konami Digital Entertainment,0.17,0.06,0,0,0.23
7037,FIFA 14,PSP,PSP,2013,2013,Sports,Electronic Arts,0,0.16,0,0.07,0.23
7038,Tribes: Aerial Assault,PS2,PS2,N/A,1992,Shooter,Unknown,0.11,0.09,0,0.03,0.23
7039,Colony Wars: Vengeance,PS,PS,1998,1998,Simulation,Psygnosis,0.13,0.09,0,0.02,0.23
7040,Last Window: The Secret of Cape West,DS,DS,2010,2010,Adventure,Nintendo,0,0.12,0.09,0.02,0.23
7041,Yu-Gi-Oh! GX: Tag Force 3,PSP,PSP,2008,2008,Strategy,Konami Digital Entertainment,0,0.03,0.18,0.01,0.23
7042,Dynasty Warriors: Strikeforce,X360,X360,2009,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23
7043,Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,X360,2014,2014,Fighting,Namco Bandai Games,0.13,0.08,0,0.02,0.23
7044,I Love Horses,DS,DS,2008,2008,Simulation,GSP,0.21,0,0,0.01,0.23
7045,Madden NFL 06,GBA,GBA,2005,2005,Sports,Electronic Arts,0.17,0.06,0,0,0.23
7046,Karaoke Revolution Glee 2: Road to Regionals,Wii,Wii,2011,2011,Misc,Konami Digital Entertainment,0.15,0.06,0,0.02,0.23
7047,NASCAR 08,PS3,PS3,2007,2007,Racing,Electronic Arts,0.15,0.05,0,0.03,0.23
7048,The King of Fighters '95 (CD),NG,OTRA,1994,1994,Fighting,SNK,0,0,0.23,0,0.23
7049,Perfect Weapon,PS,PS,1996,1996,Action,American Softworks,0.13,0.09,0,0.02,0.23
7050,Luminous Arc 2,DS,DS,2008,2008,Role-Playing,Rising Star Games,0.21,0,0,0.02,0.23
7051,Project CARS,XOne,XOne,2015,2015,Racing,Slightly Mad Studios,0.08,0.13,0,0.02,0.23
7052,Major League Baseball 2K10,PS2,PS2,2010,2010,Sports,Take-Two Interactive,0.11,0.09,0,0.03,0.23
7053,Call of Duty: Black Ops 3,PC,PC,2015,2015,Shooter,Activision,0,0.22,0,0.01,0.23
7054,Mafia,XB,XB,2004,2004,Action,Take-Two Interactive,0.17,0.05,0,0.01,0.23
7055,Spider-Man: Edge of Time,PS3,PS3,2011,2011,Action,Activision,0.13,0.07,0,0.03,0.23
7056,Deadly Creatures,Wii,Wii,2009,2009,Action,THQ,0.08,0.12,0,0.03,0.23
7057,Airblade,PS2,PS2,2001,2001,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7058,Cabela's Outdoor Adventures (2009),PS3,PS3,2009,2009,Sports,Activision Value,0.21,0,0,0.02,0.23
7059,Mega Man & Bass,GBA,GBA,2002,2002,Platform,Capcom,0.16,0.06,0,0,0.23
7060,NBA Live 15,PS4,PS4,2014,2014,Sports,Electronic Arts,0.15,0.04,0,0.04,0.23
7061,Neopets Puzzle Adventure,Wii,Wii,2008,2008,Puzzle,Capcom,0.19,0.02,0,0.02,0.23
7062,Risen 2: Dark Waters,PC,PC,2012,2012,Role-Playing,Deep Silver,0,0.19,0,0.04,0.23
7063,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,PSV,2016,2016,Action,Square Enix,0,0,0.23,0,0.23
7064,Puss in Boots,X360,X360,2011,2011,Action,THQ,0.2,0.02,0,0.02,0.23
7065,Family Fest presents: Movie Games,Wii,Wii,2008,2008,Action,Ubisoft,0.2,0.01,0,0.02,0.23
7066,AKB1/149: Love Election,PSP,PSP,2012,2012,Adventure,Namco Bandai Games,0,0,0.23,0,0.23
7067,Tony Hawk's Proving Ground,DS,DS,2007,2007,Sports,Activision,0.21,0.01,0,0.02,0.23
7068,Tetris 2 (weekly jp sales),GB,OTRA,1992,1993,Puzzle,Nintendo,0,0,0.23,0,0.23
7069,Pro Yakyuu Team o Tsukurou! 2,PS2,PS2,2003,2003,Sports,Sega,0,0,0.23,0,0.23
7070,Musou Orochi Z,PS3,PS3,2009,2009,Action,Tecmo Koei,0,0,0.23,0,0.23
7071,World Series of Poker 2008: Battle for the Bracelets,PS2,PS2,2007,2007,Misc,Activision,0.11,0.09,0,0.03,0.23
7072,WWE All Stars,3DS,3DS,2011,2011,Fighting,THQ,0.15,0.06,0,0.02,0.23
7073,Naruto Shippuden: Ninja Council 4,DS,DS,2007,2007,Action,Nintendo,0.09,0,0.13,0.01,0.23
7074,Genji: Dawn of the Samurai,PS2,PS2,2005,2005,Action,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7075,Rocket League,PS4,PS4,2016,2016,Sports,505 Games,0.02,0.14,0,0.07,0.23
7076,Wipeout 2,3DS,3DS,2011,2011,Misc,Activision,0.22,0,0,0.01,0.23
7077,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,PSP,2009,2009,Adventure,Namco Bandai Games,0,0,0.23,0,0.23
7078,Critical Depth,PS,PS,1997,1997,Action,GT Interactive,0.13,0.09,0,0.01,0.23
7079,Barbie as The Island Princess,GBA,GBA,2007,2007,Adventure,Activision,0.16,0.06,0,0,0.23
7080,Petz Rescue: Wildlife Vet,Wii,Wii,2008,2008,Simulation,Ubisoft,0.21,0,0,0.02,0.23
7081,Tales of VS.,PSP,PSP,2009,2009,Fighting,Namco Bandai Games,0,0,0.23,0,0.23
7082,Saka-Tsuku DS: Touch and Direct,DS,DS,2008,2008,Sports,Sega,0,0,0.23,0,0.23
7083,Super Swing Golf,Wii,Wii,2006,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23
7084,The Italian Job,PS2,PS2,2003,2003,Racing,Eidos Interactive,0.11,0.09,0,0.03,0.23
7085,Mega Man Battle Network 5: Team Colonel / Protoman,GBA,GBA,2004,2004,Role-Playing,Capcom,0.16,0.06,0,0,0.23
7086,Barbie and the Three Musketeers,Wii,Wii,2009,2009,Adventure,Activision,0.21,0,0,0.02,0.23
7087,Star Ocean,SNES,SNES,1996,1996,Role-Playing,Enix Corporation,0,0,0.23,0,0.23
7088,Freedom Fighters,XB,XB,2003,2003,Shooter,Electronic Arts,0.17,0.05,0,0.01,0.23
7089,Naruto: Ninja Council 2 European Version,DS,DS,2005,2005,Fighting,Tomy Corporation,0,0,0.23,0,0.23
7090,Soldier of Fortune II: Double Helix,XB,XB,2003,2003,Shooter,Activision,0.17,0.05,0,0.01,0.23
7091,pro evolution soccer 2011,Wii,Wii,2010,2010,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.02,0.23
7092,Disney Princess: Enchanted Journey,PS2,PS2,2007,2007,Adventure,Disney Interactive Studios,0.11,0.09,0,0.03,0.23
7093,Final Fantasy XI: Treasures of Aht Urhgan,PS2,PS2,2006,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23
7094,Alundra,PS,PS,1997,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23
7095,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,PS3,2010,2010,Sports,Konami Digital Entertainment,0,0,0.23,0,0.23
7096,Bratz: Girlz Really Rock,PS2,PS2,2008,2008,Action,THQ,0.11,0.09,0,0.03,0.23
7097,Super R-Type,SNES,SNES,1991,1993,Shooter,Nintendo,0,0,0.23,0,0.23
7098,Rampage 2: Universal Tour,PS,PS,1998,1998,Action,GT Interactive,0.13,0.09,0,0.01,0.23
7099,Super Robot Taisen F Kanketsuhen,PS,PS,1999,1999,Strategy,Banpresto,0,0,0.21,0.01,0.23
7100,Tiger Woods PGA Tour 2003,GC,GC,2002,2002,Sports,Electronic Arts,0.18,0.05,0,0.01,0.23
7101,BlowOut,PS2,PS2,2003,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0,0.03,0.23
7102,NFL Blitz Pro,PS2,PS2,2003,2003,Sports,Midway Games,0.11,0.09,0,0.03,0.23
7103,MySims Party,Wii,Wii,2009,2009,Simulation,Electronic Arts,0.18,0.03,0,0.02,0.23
7104,TRON: Evolution - Battle Grids,Wii,Wii,2010,2010,Racing,Disney Interactive Studios,0.18,0.03,0,0.02,0.23
7105,The Raiden Project,PS,PS,1995,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23
7106,Hooked! Real Motion Fishing,Wii,Wii,2007,2007,Sports,505 Games,0.21,0,0,0.02,0.23
7107,Pocket Fighter,PS,PS,1997,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23
7108,Bicycle Casino 2005,XB,XB,2004,2004,Misc,Zoo Digital Publishing,0.17,0.05,0,0.01,0.23
7109,Valhalla Knights 2,PSP,PSP,2008,2008,Role-Playing,Rising Star Games,0.09,0,0.12,0.01,0.23
7110,.hack//G.U. Vol.2//Reminisce,PS2,PS2,2006,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0,0.03,0.23
7111,Disgaea: Afternoon of Darkness,PSP,PSP,2006,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23
7112,Ratchet & Clank: Full Frontal Assault,PS3,PS3,2012,2012,Adventure,Sony Computer Entertainment,0.19,0.01,0,0.02,0.23
7113,NCAA Football 09,PSP,PSP,2008,2008,Sports,Electronic Arts,0.21,0,0,0.02,0.23
7114,Family Party: 30 Great Games Winter Fun,Wii,Wii,2010,2010,Sports,D3Publisher,0.21,0,0,0.01,0.23
7115,NCAA GameBreaker 2004,PS2,PS2,2003,2003,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7116,101-in-1 Party Megamix Wii,Wii,Wii,2009,2009,Misc,Nordcurrent,0.19,0.01,0,0.02,0.23
7117,The Polar Express,PS2,PS2,2004,2004,Adventure,THQ,0.11,0.09,0,0.03,0.23
7118,Dinosaur King,DS,DS,2007,2007,Strategy,Sega,0.2,0,0,0.02,0.23
7119,Buzz! Junior: RoboJam,PS2,PS2,2007,2007,Misc,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7120,Child of Eden,PS3,PS3,2011,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.23
7121,All Star Karate,Wii,Wii,2010,2010,Action,THQ,0.14,0.07,0,0.02,0.23
7122,AC/DC LIVE: Rock Band Track Pack,X360,X360,2008,2008,Misc,MTV Games,0.21,0,0,0.02,0.23
7123,Tetris Attack,GB,OTRA,1996,1996,Puzzle,Nintendo,0,0,0.23,0,0.23
7124,NBA ShootOut 2003,PS2,PS2,2002,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7125,The Magic School Bus: Oceans,DS,DS,2011,2011,Adventure,Scholastic Inc.,0.21,0,0,0.01,0.23
7126,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,PS,1998,1998,Fighting,Tomy Corporation,0,0,0.21,0.01,0.23
7127,Senran Kagura: Estival Versus,PSV,PSV,2015,2015,Action,Marvelous Interactive,0.06,0.05,0.09,0.03,0.23
7128,Digimon World DS (JP sales),DS,DS,2006,2006,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23
7129,NHL FaceOff 2003,PS2,PS2,2002,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7130,Jersey Devil,PS,PS,1997,1997,Platform,Ocean,0.13,0.09,0,0.01,0.23
7131,Rogue Ops,PS2,PS2,2003,2003,Action,Kemco,0.11,0.09,0,0.03,0.23
