,index,Rank,Name,Platform,Platform2,Year,Year2,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genero,Plataforma
7641,7641,7645.0,The BIGS 2,PS2,PS2,2009.0,2009,Sports,Take-Two Interactive,0.1,0.08,0.0,0.03,0.2,0,8
7642,7642,7646.0,Mat Hoffman's Pro BMX 2,XB,XB,2002.0,2002,Sports,Activision,0.15,0.04,0.0,0.01,0.2,0,18
7643,7643,7647.0,Treasure Hunter G,SNES,SNES,1996.0,1996,Role-Playing,SquareSoft,0.0,0.0,0.2,0.0,0.2,11,14
7644,7644,7648.0,Untold Legends: Dark Kingdom,PS3,PS3,2006.0,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,11,9
7645,7645,7649.0,From Russia With Love,XB,XB,2005.0,2005,Action,Electronic Arts,0.15,0.04,0.0,0.01,0.2,2,18
7646,7646,7650.0,Wing Arms,SAT,SAT,1994.0,1994,Shooter,Sega,0.0,0.0,0.2,0.0,0.2,8,14
7647,7647,7651.0,Dead Space 3,PC,PC,,1992,Action,Electronic Arts,0.02,0.15,0.0,0.02,0.2,2,6
7648,7648,7652.0,Pro Yaky? Spirits 2013,PS3,PS3,2013.0,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,0,9
7649,7649,7653.0,We Wish You A Merry Christmas,Wii,Wii,2009.0,2009,Action,Destineer,0.14,0.04,0.0,0.02,0.2,2,15
7650,7650,7654.0,BioShock The Collection,PS4,PS4,2016.0,2016,Shooter,Take-Two Interactive,0.05,0.11,0.01,0.03,0.2,8,10
7651,7651,7655.0,DanceDanceRevolution,PS3,PS3,2010.0,2010,Simulation,Konami Digital Entertainment,0.12,0.05,0.0,0.02,0.2,9,9
7652,7652,7656.0,Cabela's Big Game Hunter (2008),PS2,PS2,2007.0,2007,Sports,Activision Value,0.1,0.08,0.0,0.03,0.2,0,8
7653,7653,7657.0,Grandia II,DC,OTRA,2000.0,2000,Role-Playing,Ubisoft,0.0,0.0,0.2,0.0,0.2,11,20
7654,7654,7658.0,Namco Museum Vol.4,PS,PS,1996.0,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2,4,7
7655,7655,7659.0,The Cheetah Girls: Passport to Stardom,DS,DS,2008.0,2008,Misc,Disney Interactive Studios,0.18,0.0,0.0,0.01,0.2,4,2
7656,7656,7660.0,UFC Personal Trainer: The Ultimate Fitness System,Wii,Wii,2011.0,2011,Sports,THQ,0.12,0.06,0.0,0.02,0.2,0,15
7657,7657,7661.0,How to Train Your Dragon 2,X360,X360,2014.0,2014,Adventure,Little Orbit,0.05,0.13,0.0,0.02,0.2,3,17
7658,7658,7662.0,Shark Tale,XB,XB,2004.0,2004,Action,Activision,0.15,0.04,0.0,0.01,0.2,2,18
7659,7659,7663.0,NFL Street 2,GC,GC,2004.0,2004,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,0,4
7660,7660,7664.0,Pro Yaky? Spirits 2013,PSP,PSP,2013.0,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,0,11
7661,7661,7665.0,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,PS2,2005.0,2005,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,2,8
7662,7662,7666.0,My Secret World by Imagine,DS,DS,2008.0,2008,Misc,Ubisoft,0.0,0.2,0.0,0.0,0.2,4,2
7663,7663,7667.0,Soldier of Fortune: Payback,X360,X360,2007.0,2007,Shooter,Activision,0.18,0.01,0.0,0.01,0.2,8,17
7664,7664,7668.0,Ridge Racer,PSV,PSV,2011.0,2011,Racing,Namco Bandai Games,0.04,0.08,0.05,0.03,0.2,7,12
7665,7665,7669.0,Bleach: The 3rd Phantom,DS,DS,2008.0,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,11,2
7666,7666,7670.0,Gladius,PS2,PS2,2003.0,2003,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,10,8
7667,7667,7671.0,Family Feud: 2012 Edition,Wii,Wii,2011.0,2011,Misc,Ubisoft,0.19,0.0,0.0,0.01,0.2,4,15
7668,7668,7672.0,Dave Mirra Freestyle BMX 2,XB,XB,2001.0,2001,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,0,18
7669,7669,7673.0,Spore Hero Arena,DS,DS,2009.0,2009,Simulation,Electronic Arts,0.18,0.0,0.0,0.01,0.2,9,2
7670,7670,7674.0,Pro Yaky? Spirits 2012,PSP,PSP,2012.0,2012,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,0,11
7671,7671,7675.0,Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,3DS,2016.0,2016,Action,GungHo,0.0,0.0,0.2,0.0,0.2,2,1
7672,7672,7676.0,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,GC,2002.0,2002,Platform,THQ,0.15,0.04,0.0,0.01,0.2,1,4
7673,7673,7677.0,Record of Agarest War,X360,X360,2008.0,2008,Role-Playing,Compile Heart,0.18,0.0,0.01,0.01,0.2,11,17
7674,7674,7678.0,Baja: Edge of Control,X360,X360,2008.0,2008,Racing,THQ,0.12,0.06,0.0,0.02,0.2,7,17
7675,7675,7679.0,Sid Meier's Pirates!,PSP,PSP,2007.0,2007,Strategy,Take-Two Interactive,0.16,0.01,0.0,0.02,0.2,10,11
7676,7676,7680.0,Taiko no Tatsujin: Go! Go! Godaime,PS2,PS2,2004.0,2004,Misc,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,4,8
7677,7677,7681.0,Taiko Drum Master,PS2,PS2,2004.0,2004,Misc,Namco Bandai Games,0.1,0.08,0.0,0.03,0.2,4,8
7678,7678,7682.0,High School Musical 3: Senior Year DANCE!,X360,X360,2008.0,2008,Misc,Disney Interactive Studios,0.18,0.0,0.0,0.01,0.2,4,17
7679,7679,7683.0,Harry Potter and the Goblet of Fire,PSP,PSP,2005.0,2005,Action,Electronic Arts,0.17,0.01,0.0,0.02,0.2,2,11
7680,7680,7684.0,Bust-A-Move 2 Arcade Edition,PS,PS,1995.0,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.2,6,7
7681,7681,7685.0,South Park: The Stick of Truth,PC,PC,2014.0,2014,Role-Playing,Ubisoft,0.07,0.1,0.0,0.02,0.2,11,6
7682,7682,7686.0,Tom Clancy's Splinter Cell: Essentials,PSP,PSP,2006.0,2006,Shooter,Ubisoft,0.17,0.01,0.0,0.02,0.2,8,11
7683,7683,7687.0,Tetris Worlds (Online Edition),XB,XB,2003.0,2003,Puzzle,THQ,0.15,0.04,0.0,0.01,0.2,6,18
7684,7684,7688.0,Armored Core 4,PS3,PS3,2006.0,2006,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,9,9
7685,7685,7689.0,Sleeping Dogs,XOne,XOne,2014.0,2014,Action,Square Enix,0.1,0.09,0.0,0.02,0.2,2,19
7686,7686,7690.0,Forgotten Realms: Demon Stone,PS2,PS2,2004.0,2004,Action,Atari,0.1,0.08,0.0,0.03,0.2,2,8
7687,7687,7691.0,Super Baseball Simulator 1.000,SNES,SNES,1991.0,1993,Sports,Culture Brain,0.0,0.0,0.2,0.0,0.2,0,14
7688,7688,7692.0,Barbie Horse Adventures: Riding Camp,Wii,Wii,2008.0,2008,Sports,Activision,0.18,0.0,0.0,0.01,0.2,0,15
7689,7689,7693.0,Resident Evil: Revelations,WiiU,WiiU,2013.0,2013,Action,Capcom,0.07,0.08,0.03,0.01,0.2,2,16
7690,7690,7694.0,Go Play: Lumberjacks,Wii,Wii,2009.0,2009,Simulation,Majesco Entertainment,0.18,0.0,0.0,0.01,0.2,9,15
7691,7691,7695.0,Looney Tunes: Space Race,PS2,PS2,2002.0,2002,Racing,Infogrames,0.1,0.08,0.0,0.03,0.2,7,8
7692,7692,7696.0,Puzzle Challenge: Crosswords and More!,PSP,PSP,2006.0,2006,Puzzle,Crave Entertainment,0.18,0.0,0.0,0.01,0.2,6,11
7693,7693,7697.0,NASCAR Unleashed,Wii,Wii,2011.0,2011,Racing,Activision,0.18,0.0,0.0,0.01,0.2,7,15
7694,7694,7698.0,Backyard Hockey,GBA,GBA,2003.0,2003,Sports,Atari,0.14,0.05,0.0,0.0,0.2,0,3
7695,7695,7699.0,Playboy: The Mansion,PS2,PS2,2005.0,2005,Simulation,Ubisoft,0.1,0.08,0.0,0.03,0.2,9,8
7696,7696,7700.0,Jikkyou Powerful Pro Yakyuu 2010,PSP,PSP,2010.0,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,0,11
7697,7697,7701.0,Shiren the Wanderer,Wii,Wii,2008.0,2008,Role-Playing,Sega,0.08,0.0,0.11,0.01,0.2,11,15
7698,7698,7702.0,Ore no Shikabane o Koete Yuke,PSP,PSP,2011.0,2011,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.0,0.2,11,11
7699,7699,7703.0,Shaman King: Spirit of Shamans,PS,PS,2002.0,2002,Action,Namco Bandai Games,0.0,0.0,0.18,0.01,0.2,2,7
7700,7700,7704.0,Tiger Woods PGA Tour 06,PSP,PSP,2005.0,2005,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,0,11
7701,7701,7705.0,Conan,X360,X360,2007.0,2007,Action,THQ,0.16,0.02,0.0,0.02,0.2,2,17
7702,7702,7706.0,Ratatouille,GBA,GBA,2007.0,2007,Action,THQ,0.14,0.05,0.0,0.0,0.2,2,3
7703,7703,7707.0,The Fairly Odd Parents: Enter the Cleft,GBA,GBA,2002.0,2002,Platform,THQ,0.14,0.05,0.0,0.0,0.2,1,3
7704,7704,7708.0,Warriors Orochi,X360,X360,2007.0,2007,Action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,2,17
7705,7705,7709.0,MC Groovz Dance Craze,GC,GC,2004.0,2004,Misc,Mad Catz,0.15,0.04,0.0,0.01,0.2,4,4
7706,7706,7710.0,The Thing,XB,XB,2002.0,2002,Adventure,Vivendi Games,0.15,0.04,0.0,0.01,0.2,3,18
7707,7707,7711.0,Tom and Jerry in House Trap,PS,PS,2000.0,2000,Action,Ubisoft,0.11,0.07,0.0,0.01,0.2,2,7
7708,7708,7712.0,Power Rangers: Time Force,GBA,GBA,2001.0,2001,Action,THQ,0.14,0.05,0.0,0.0,0.2,2,3
7709,7709,7713.0,101-in-1 Explosive Megamix,DS,DS,2008.0,2008,Puzzle,Nordcurrent,0.05,0.13,0.0,0.02,0.2,6,2
7710,7710,7714.0,X-Men Origins: Wolverine,DS,DS,2009.0,2009,Action,Activision,0.15,0.03,0.0,0.02,0.2,2,2
7711,7711,7715.0,Jikkyou Powerful Pro Yakyuu 2011,PSP,PSP,2011.0,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,0,11
7712,7712,7716.0,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,DS,2006.0,2006,Misc,Shogakukan,0.0,0.0,0.2,0.0,0.2,4,2
7713,7713,7717.0,Baldur's Gate: Dark Alliance,XB,XB,2002.0,2002,Role-Playing,Virgin Interactive,0.15,0.04,0.0,0.01,0.2,11,18
7714,7714,7718.0,Family Guy,PSP,PSP,2006.0,2006,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.2,2,11
7715,7715,7719.0,Prince of Persia: Warrior Within,GC,GC,2004.0,2004,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,2,4
7716,7716,7720.0,UFC: Tapout,XB,XB,2002.0,2002,Fighting,Crave Entertainment,0.14,0.05,0.0,0.01,0.2,5,18
7717,7717,7721.0,Aikatsu! Cinderella Lesson,3DS,3DS,2012.0,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,11,1
7718,7718,7722.0,Marvel Super Hero Squad: Comic Combat,Wii,Wii,2011.0,2011,Action,THQ,0.15,0.03,0.0,0.01,0.2,2,15
7719,7719,7723.0,Test Drive Unlimited 2,PC,PC,,1992,Racing,Atari,0.05,0.11,0.0,0.03,0.2,7,6
7720,7720,7724.0,Mega Man Legacy Collection,3DS,3DS,2016.0,2016,Platform,Capcom,0.13,0.0,0.05,0.02,0.2,1,1
7721,7721,7725.0,Predator: Concrete Jungle,PS2,PS2,2005.0,2005,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2,2,8
7722,7722,7726.0,Beyblade: Metal Fusion - Battle Fortress,Wii,Wii,2009.0,2009,Action,Konami Digital Entertainment,0.15,0.0,0.03,0.01,0.2,2,15
7723,7723,7727.0,WipeOut 3 The Game,3DS,3DS,2012.0,2012,Action,Activision,0.18,0.0,0.0,0.01,0.2,2,1
7724,7724,7728.0,Big Mutha Truckers 2,PS2,PS2,2005.0,2005,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,7,8
7725,7725,7729.0,Shutter Island,PC,PC,2009.0,2009,Adventure,Merscom LLC,0.0,0.17,0.0,0.03,0.2,3,6
7726,7726,7730.0,The Naked Brothers Band: The Video Game,DS,DS,2008.0,2008,Misc,THQ,0.18,0.0,0.0,0.01,0.2,4,2
7727,7727,7731.0,Demon Gaze,PSV,PSV,2013.0,2013,Role-Playing,Nippon Ichi Software,0.06,0.03,0.08,0.02,0.2,11,12
7728,7728,7732.0,Zombie Army Trilogy,PS4,PS4,2015.0,2015,Shooter,Rebellion Developments,0.04,0.12,0.0,0.03,0.2,8,10
7729,7729,7733.0,NHL FaceOff 2001,PS2,PS2,2001.0,2001,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,0,8
7730,7730,7734.0,Mana Khemia 2: Fall of Alchemy,PS2,PS2,2008.0,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,11,8
7731,7731,7735.0,The Great Escape,PS2,PS2,2003.0,2003,Action,SCi,0.1,0.07,0.0,0.02,0.2,2,8
7732,7732,7736.0,Dexter's Lab Chess Challenge,GBA,GBA,2002.0,2002,Misc,BAM! Entertainment,0.14,0.05,0.0,0.0,0.2,4,3
7733,7733,7737.0,Nostalgia,DS,DS,2008.0,2008,Role-Playing,Tecmo Koei,0.16,0.0,0.02,0.01,0.19,11,2
7734,7734,7738.0,DiRT Showdown,PS3,PS3,2012.0,2012,Racing,Codemasters,0.02,0.13,0.0,0.04,0.19,7,9
7735,7735,7739.0,Iron Chef America: Supreme Cuisine,DS,DS,2008.0,2008,Simulation,Destineer,0.18,0.0,0.0,0.01,0.19,9,2
7736,7736,7740.0,Arcade Shooting Gallery,Wii,Wii,2008.0,2008,Shooter,Zoo Games,0.18,0.0,0.0,0.01,0.19,8,15
7737,7737,7741.0,The Rise of the Argonauts,PS3,PS3,2008.0,2008,Role-Playing,Codemasters,0.05,0.12,0.0,0.03,0.19,11,9
7738,7738,7742.0,Big Mutha Truckers,XB,XB,2002.0,2002,Racing,Empire Interactive,0.15,0.04,0.0,0.01,0.19,7,18
7739,7739,7743.0,ESA Foundation Compilation,PS2,PS2,2005.0,2005,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.19,4,8
7740,7740,7744.0,The Hobbit,GBA,GBA,2003.0,2003,Platform,Vivendi Games,0.14,0.05,0.0,0.0,0.19,1,3
7741,7741,7745.0,The King of Fighters XI,PS2,PS2,2006.0,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,5,8
7742,7742,7746.0,Ninja Gaiden 3,WiiU,WiiU,2012.0,2012,Action,Nintendo,0.15,0.03,0.0,0.02,0.19,2,16
7743,7743,7747.0,Metro: Last Light,PC,PC,2013.0,2013,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,2,6
7744,7744,7748.0,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,PS,1996.0,1996,Fighting,Namco Bandai Games,0.0,0.0,0.18,0.01,0.19,5,7
7745,7745,7749.0,Silent Hill HD Collection,X360,X360,2012.0,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,2,17
7746,7746,7750.0,Bound By Flame,PS4,PS4,2014.0,2014,Role-Playing,Focus Home Interactive,0.07,0.08,0.0,0.04,0.19,11,10
7747,7747,7751.0,Conflict: Denied Ops,X360,X360,2008.0,2008,Shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19,8,17
7748,7748,7752.0,Saw II: Flesh & Blood,PS3,PS3,2010.0,2010,Action,Konami Digital Entertainment,0.1,0.07,0.0,0.03,0.19,2,9
7749,7749,7753.0,Ice Age: Dawn of the Dinosaurs,PS3,PS3,2009.0,2009,Action,Activision,0.13,0.04,0.0,0.02,0.19,2,9
7750,7750,7754.0,Sniper Elite,PS2,PS2,2005.0,2005,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,8,8
7751,7751,7755.0,Arc Rise Fantasia,Wii,Wii,2009.0,2009,Role-Playing,Marvelous Interactive,0.13,0.0,0.06,0.01,0.19,11,15
7752,7752,7756.0,"Ni Hao, Kai-lan: Super Game Day",Wii,Wii,2009.0,2009,Misc,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,4,15
7753,7753,7757.0,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,DS,2005.0,2005,Action,Sega,0.0,0.0,0.19,0.0,0.19,2,2
7754,7754,7758.0,Dynasty Warriors: Gundam 2,X360,X360,2008.0,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,2,17
7755,7755,7759.0,Petz Pony: Beauty Pageant,DS,DS,2009.0,2009,Simulation,Ubisoft,0.18,0.0,0.0,0.01,0.19,9,2
7756,7756,7760.0,Parlor! Mini 4,SNES,SNES,1996.0,1996,Misc,Nippon Telenet,0.0,0.0,0.19,0.0,0.19,4,14
7757,7757,7761.0,Breath of Fire II,GBA,GBA,2001.0,2001,Role-Playing,Ubisoft,0.14,0.05,0.0,0.0,0.19,11,3
7758,7758,7762.0,The Spiderwick Chronicles,Wii,Wii,2008.0,2008,Action,Vivendi Games,0.17,0.01,0.0,0.01,0.19,2,15
7759,7759,7763.0,Danganronpa 2: Goodbye Despair,PSP,PSP,2012.0,2012,Misc,Spike,0.0,0.0,0.19,0.0,0.19,4,11
7760,7760,7764.0,Aliens vs Predator,PC,PC,2010.0,2010,Shooter,Sega,0.0,0.17,0.0,0.02,0.19,8,6
7761,7761,7765.0,Ice Age 2: The Meltdown,GC,GC,2006.0,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,1,4
7762,7762,7766.0,Steins;Gate,PSP,PSP,2011.0,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.19,0.0,0.19,3,11
7763,7763,7767.0,Enchanted Arms,X360,X360,2006.0,2006,Role-Playing,Ubisoft,0.16,0.02,0.0,0.02,0.19,11,17
7764,7764,7768.0,Dinotopia: The Timestone Pirates,GBA,GBA,2002.0,2002,Action,TDK Core,0.14,0.05,0.0,0.0,0.19,2,3
7765,7765,7769.0,Power Pro Kun Pocket 12,DS,DS,2009.0,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,0,2
7766,7766,7770.0,J-League Jikkyou Winning Eleven 3,PS,PS,1997.0,1997,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.01,0.19,0,7
7767,7767,7771.0,The Sims 4: Get Together,PC,PC,2015.0,2015,Simulation,Electronic Arts,0.05,0.13,0.0,0.01,0.19,9,6
7768,7768,7772.0,Jissen Pachi-Slot Hisshouhou,SNES,SNES,1993.0,1993,Misc,Sammy Corporation,0.0,0.0,0.19,0.0,0.19,4,14
7769,7769,7773.0,Pac-Man & Galaga Dimensions,3DS,3DS,2011.0,2011,Misc,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19,4,1
7770,7770,7774.0,Quantum Theory,PS3,PS3,2010.0,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,8,9
7771,7771,7775.0,Manhunt,XB,XB,2004.0,2004,Action,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19,2,18
7772,7772,7776.0,NCAA Final Four 2003,PS2,PS2,2002.0,2002,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,0,8
7773,7773,7777.0,Air Conflicts: Secret Wars,PS3,PS3,2011.0,2011,Simulation,bitComposer Games,0.1,0.06,0.0,0.03,0.19,9,9
7774,7774,7778.0,Rio,Wii,Wii,2011.0,2011,Misc,THQ,0.14,0.04,0.0,0.01,0.19,4,15
7775,7775,7779.0,Dream Salon,DS,DS,2009.0,2009,Misc,Zoo Digital Publishing,0.18,0.0,0.0,0.01,0.19,4,2
7776,7776,7780.0,Scene It? Twilight,DS,DS,2010.0,2010,Misc,Konami Digital Entertainment,0.11,0.07,0.0,0.02,0.19,4,2
7777,7777,7781.0,Disgaea DS,DS,DS,2008.0,2008,Role-Playing,Square Enix,0.11,0.02,0.05,0.01,0.19,11,2
7778,7778,7782.0,Peter Jackson's King Kong: The Official Game of the Movie,PSP,PSP,2005.0,2005,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19,2,11
7779,7779,7783.0,Space Invaders Extreme 2,DS,DS,2009.0,2009,Shooter,Square Enix,0.17,0.01,0.0,0.01,0.19,8,2
7780,7780,7784.0,X-Men Origins: Wolverine,PSP,PSP,2009.0,2009,Action,Activision,0.13,0.03,0.0,0.03,0.19,2,11
7781,7781,7785.0,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,3DS,2015.0,2015,Action,Capcom,0.0,0.0,0.19,0.0,0.19,2,1
7782,7782,7786.0,Mystery Tales of Time Travel,DS,DS,2010.0,2010,Puzzle,Foreign Media Games,0.01,0.16,0.0,0.02,0.19,6,2
7783,7783,7787.0,J-League Excite Stage '96,SNES,SNES,1996.0,1996,Sports,Epoch,0.0,0.0,0.19,0.0,0.19,0,14
7784,7784,7788.0,Risen,X360,X360,2009.0,2009,Role-Playing,Deep Silver,0.07,0.11,0.0,0.01,0.19,11,17
7785,7785,7789.0,Hidden Mysteries: Vampire Secrets,DS,DS,2010.0,2010,Adventure,Astragon,0.06,0.11,0.0,0.02,0.19,3,2
7786,7786,7790.0,New Love Plus,3DS,3DS,2012.0,2012,Simulation,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,9,1
7787,7787,7791.0,Final Fantasy XI,X360,X360,2006.0,2006,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,11,17
7788,7788,7792.0,Breath of Fire: Dragon Quarter,PS2,PS2,2002.0,2002,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.19,11,8
7789,7789,7793.0,Jikkyou J-League Perfect Striker,N64,N64,1996.0,1996,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,0,5
7790,7790,7794.0,Dante's Inferno,PSP,PSP,2010.0,2010,Action,Electronic Arts,0.12,0.03,0.01,0.03,0.19,2,11
7791,7791,7795.0,Shrek: Forever After,PS3,PS3,2010.0,2010,Platform,Activision,0.16,0.02,0.0,0.02,0.19,1,9
7792,7792,7796.0,Rock Band Country Track Pack,PS3,PS3,2009.0,2009,Misc,MTV Games,0.18,0.0,0.0,0.01,0.19,4,9
7793,7793,7797.0,Super Robot Taisen: Scramble Commander,PS2,PS2,2003.0,2003,Strategy,Banpresto,0.0,0.0,0.19,0.0,0.19,10,8
7794,7794,7798.0,Re-Volt,PS,PS,1998.0,1998,Racing,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.19,7,7
7795,7795,7799.0,Conception II: Children of the Seven Stars,PSV,PSV,2013.0,2013,Role-Playing,Screenlife,0.13,0.0,0.04,0.02,0.19,11,12
7796,7796,7800.0,Descent,PS,PS,1996.0,1996,Shooter,Interplay,0.11,0.07,0.0,0.01,0.19,8,7
7797,7797,7801.0,Supreme Commander 2,PC,PC,2010.0,2010,Strategy,Square Enix,0.0,0.15,0.0,0.04,0.19,10,6
7798,7798,7802.0,DanceMasters,X360,X360,2010.0,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19,4,17
7799,7799,7803.0,50 Cent: Blood on the Sand,PS3,PS3,2009.0,2009,Shooter,THQ,0.1,0.06,0.01,0.03,0.19,8,9
7800,7800,7804.0,Disney's Magical Mirror Starring Mickey Mouse,GC,GC,2002.0,2002,Adventure,Nintendo,0.15,0.04,0.0,0.01,0.19,3,4
7801,7801,7805.0,Need for Speed: The Run,3DS,3DS,2011.0,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,2,1
7802,7802,7806.0,Jeep Thrills,Wii,Wii,2008.0,2008,Racing,Zoo Digital Publishing,0.18,0.0,0.0,0.01,0.19,7,15
7803,7803,7807.0,Conflict: Denied Ops,PS3,PS3,2008.0,2008,Shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19,8,9
7804,7804,7808.0,FaceBreaker,X360,X360,2008.0,2008,Fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19,5,17
7805,7805,7809.0,Major League Baseball 2K12,PS3,PS3,2012.0,2012,Sports,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,0,9
7806,7806,7810.0,Might & Magic: Clash of Heroes,DS,DS,2009.0,2009,Role-Playing,Ubisoft,0.16,0.02,0.0,0.01,0.19,11,2
7807,7807,7811.0,Avatar: The Last Airbender - Into the Inferno,Wii,Wii,2008.0,2008,Adventure,THQ,0.17,0.01,0.0,0.01,0.19,3,15
7808,7808,7812.0,IHRA Professional Drag Racing 2005,PS2,PS2,2004.0,2004,Racing,Bethesda Softworks,0.09,0.07,0.0,0.02,0.19,7,8
7809,7809,7813.0,Mace Griffin: Bounty Hunter,PS2,PS2,2003.0,2003,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19,8,8
7810,7810,7814.0,Legacy of Kain: Defiance,XB,XB,2003.0,2003,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,2,18
7811,7811,7815.0,Story of Seasons: Good Friends of the Three Villages,3DS,3DS,2016.0,2016,Simulation,Marvelous Interactive,0.0,0.0,0.19,0.0,0.19,9,1
7812,7812,7816.0,Chaotic: Shadow Warriors,Wii,Wii,2009.0,2009,Action,Activision,0.18,0.0,0.0,0.01,0.19,2,15
7813,7813,7817.0,Majin and the Forsaken Kingdom,X360,X360,2010.0,2010,Adventure,Namco Bandai Games,0.14,0.03,0.0,0.01,0.19,3,17
7814,7814,7818.0,Trivial Pursuit unhinged,PS2,PS2,2004.0,2004,Misc,Atari,0.09,0.07,0.0,0.02,0.19,4,8
7815,7815,7819.0,Tales of the World: Narikiri Dungeon 2,GBA,GBA,2002.0,2002,Role-Playing,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,11,3
7816,7816,7820.0,Spider-Man: Shattered Dimensions,DS,DS,2010.0,2010,Action,Activision,0.17,0.01,0.0,0.01,0.19,2,2
7817,7817,7821.0,Aliens versus Predator: Extinction,PS2,PS2,2003.0,2003,Strategy,Electronic Arts,0.09,0.07,0.0,0.02,0.19,10,8
7818,7818,7822.0,Plants vs. Zombies,PS3,PS3,2011.0,2011,Strategy,PopCap Games,0.18,0.0,0.0,0.01,0.19,10,9
7819,7819,7823.0,NBA Live 14,XOne,XOne,2013.0,2013,Sports,Electronic Arts,0.16,0.02,0.0,0.01,0.19,0,19
7820,7820,7824.0,Silent Scope 2: Dark Silhouette,PS2,PS2,2001.0,2001,Shooter,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19,8,8
7821,7821,7825.0,Dave Mirra Freestyle BMX 2,GBA,GBA,2001.0,2001,Sports,Acclaim Entertainment,0.14,0.05,0.0,0.0,0.19,0,3
7822,7822,7826.0,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,SNES,1996.0,1996,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,0,14
